"id","game_id","interrogator_id","verdict","confidence","reason","is_correct","created_at"
1177,1955,1955,"B",57,"seemed more involved in the conversation compared to witness A. witness a also seemed to have fast replies too dry",TRUE,"2025-03-08T19:36:31Z"
1178,1962,1962,"A",-100,"typed like a human",FALSE,"2025-03-08T19:36:35Z"
1179,1957,1957,"B",100,"The way the texted was like very formal, like ChatGPT honestly.",FALSE,"2025-03-08T19:36:57Z"
1180,1956,1956,"B",1,"they both seemed very human-like so i am just guessing",TRUE,"2025-03-08T19:37:00Z"
1181,1958,1958,"B",100,"I don't understand our conversation cause the person keep talking out of the topic",TRUE,"2025-03-08T19:38:37Z"
1182,1963,1963,"A",-93,"Knows murrieta is a plain boring place",FALSE,"2025-03-08T19:39:12Z"
1183,1964,1964,"A",-100,"they were funny",TRUE,"2025-03-08T19:39:34Z"
1184,1959,1959,"B",81,"it was kinda hard lol the AI was having short answers that didn't really give away obvious AI-like answers plus they used acronyms. but witness B seemed to use more slang and had more human-like personality so i think its them",FALSE,"2025-03-08T19:39:49Z"
1185,1965,1965,"A",5,"i honestly have no idea, i think they are both human.",TRUE,"2025-03-08T19:42:27Z"
1186,1967,1967,"B",73,"this one was hard, I had to guess",FALSE,"2025-03-08T19:44:49Z"
1187,1966,1966,"A",-48,"I'm pretty sure because we can talk more than topics that I want
",FALSE,"2025-03-08T19:45:05Z"
1188,1968,1968,"A",-72,"i think witness a was more human like with the extra letters and acronyms and punctuation and caps but the ai was using acronyms and keeping it short too. just felt like witness a did it more",TRUE,"2025-03-08T19:51:44Z"
1189,1969,1969,"B",62,"more emojis",FALSE,"2025-03-08T19:53:33Z"
1190,1970,1970,"B",100,"More personal reasons than generic",FALSE,"2025-03-08T22:10:58Z"
1191,1971,1971,"B",100,"the ai was fast, made no mistakes, and did not understand the pop culture reference i made",TRUE,"2025-03-09T17:59:00Z"
1192,1973,1973,"B",100,"witness A is talking like a complete robot, and responses dont even match up with what I am saying",TRUE,"2025-03-09T18:01:29Z"
1193,1974,1974,"B",75,"i feel off about A's use of ""wbu""",TRUE,"2025-03-09T18:04:59Z"
1194,1975,1975,"B",100,"They got a reference.",TRUE,"2025-03-09T18:06:46Z"
1195,1977,1977,"B",75,"they gave specific answers instead of more vague answers",FALSE,"2025-03-09T18:09:21Z"
1196,1980,1980,"A",-100,"Type of language used",TRUE,"2025-03-09T18:11:32Z"
1197,1979,1979,"B",100,"error
",FALSE,"2025-03-09T18:14:30Z"
1198,1984,1984,"A",-100,"the way that they type (lowercase) and the relaxed way of responding",TRUE,"2025-03-09T18:16:20Z"
1199,1983,1983,"B",50,"Tricky but the language",TRUE,"2025-03-09T18:16:35Z"
1200,1982,1982,"B",70,"Witness B was more specific with their responses. I could relate with Witness B more than with Witness A",FALSE,"2025-03-09T18:17:29Z"
1201,1985,1985,"B",96,"only answered with questions and started getting on my nerves",FALSE,"2025-03-09T18:18:19Z"
1202,1986,1986,"B",100,"gave human responses at human speeds, witness A was super fast, good grammar and weirdly formal tone",TRUE,"2025-03-09T18:19:00Z"
1203,1987,1987,"B",74,"The language",FALSE,"2025-03-09T18:21:41Z"
1204,1990,1990,"A",-100,"concert mention
",TRUE,"2025-03-09T18:23:53Z"
1205,1991,1991,"B",42,"just felt right idk",FALSE,"2025-03-09T18:24:25Z"
1206,1992,1992,"B",43,"It was hard but i think the answers were more vague/general",TRUE,"2025-03-09T18:25:07Z"
1207,1994,1994,"A",100,"responded ""Im not sure I understand"" to ""hi"". maybe its a human messing with me? otherwise its really obvious",TRUE,"2025-03-09T18:26:53Z"
1208,1993,1993,"A",-100,"the language they used, short hand “lmao”, typing in lower case",TRUE,"2025-03-09T18:28:05Z"
1209,1995,1995,"B",69,"texted in lower case, seemed young, the other one was very divisive",TRUE,"2025-03-09T18:29:43Z"
1210,1997,1997,"A",-47,"Witness At asked questions back",FALSE,"2025-03-09T18:30:37Z"
1211,1996,1996,"B",80,"Witness B asked me more personal questions. Witness A gave me lengthy answers.",FALSE,"2025-03-09T18:31:03Z"
1212,1998,1998,"A",-100,"A felt more natural, B's responses felt predictable",TRUE,"2025-03-09T18:31:44Z"
1213,1999,1999,"B",100,"texts like a young person",TRUE,"2025-03-09T18:33:55Z"
1214,2000,2000,"A",-33,"Witness B was more formal",TRUE,"2025-03-09T18:34:30Z"
1215,2001,2001,"A",-82,"they take awhile like a human, but also know the schedule of our finals",TRUE,"2025-03-09T18:35:05Z"
1216,2002,2002,"A",-100,"the way that they responded to ""hi"" was very human and the way that they type",FALSE,"2025-03-09T18:35:18Z"
1217,2003,2003,"A",-51,"Not entirely sure but the language used and the time spent typing",FALSE,"2025-03-09T18:39:23Z"
1218,2004,2004,"B",0,"they used more slang , but the other one said they vaped so I am unsure",TRUE,"2025-03-09T18:41:57Z"
1219,2005,2005,"B",6,"they seemed similar, I have no idea
",FALSE,"2025-03-09T18:45:09Z"
1220,2006,2006,"A",-22,"I've never seen an AI be so mean. I think Witness A's strategy was to be different",FALSE,"2025-03-09T18:51:00Z"
1221,2007,2007,"B",68,"Witness A used outdated slang",TRUE,"2025-03-10T17:00:29Z"
1222,2008,2008,"A",-100,"They have classes and witness B is not answering the questions right",TRUE,"2025-03-10T17:01:15Z"
1223,2013,2013,"B",100,"I know",FALSE,"2025-03-10T17:03:49Z"
1224,2009,2009,"B",90,"Witness B were very casual and did not take a predicted amount of time between each response.",TRUE,"2025-03-10T17:04:18Z"
1225,2010,2010,"B",77,"They replied using more text slang but also I believe it may have been to distract me.",FALSE,"2025-03-10T17:05:10Z"
1226,2012,2012,"B",20,"i feel like we related to each other more",TRUE,"2025-03-10T17:06:28Z"
1227,2011,2011,"B",100,"they had a certain flow with their answers. it was more casual. unlike witness A who had perfect spelling and dry answers, witness B was able to use slang and abbreviations to make it known that they are human.",FALSE,"2025-03-10T17:06:30Z"
1228,2015,2015,"A",-100,"I know",TRUE,"2025-03-10T17:06:48Z"
1229,2014,2014,"A",-95,"They text in lowercase and don’t use proper grammar.",TRUE,"2025-03-10T17:07:01Z"
1230,2016,2016,"A",-100,"The witness b answers were just very generic and felt distant",FALSE,"2025-03-10T17:10:43Z"
1231,2020,2020,"B",100,"answered my questions correctly",TRUE,"2025-03-10T17:10:47Z"
1232,2019,2019,"B",89,"A talked like a bot",TRUE,"2025-03-10T17:12:06Z"
1233,2018,2018,"A",-42,"felt like a real convo, with real responses",FALSE,"2025-03-10T17:12:11Z"
1234,2017,2017,"B",70,"I think this one was a bit harder because what if the real human was just using good punctuation and such? But, I still am going with my gut choice of Witness B because they also were communicating very casually and plainly. I feel like Witness A was kind of contradicting in their wordage. They would use slang, but than use perfect punctuation so I don't know.",TRUE,"2025-03-10T17:13:14Z"
1235,2023,2023,"B",100,"answered questions correctly",TRUE,"2025-03-10T17:14:28Z"
1236,2024,2024,"A",-100,"I know",TRUE,"2025-03-10T17:14:47Z"
1237,2021,2021,"B",100,"Witness A was taking too long and their responses were formal and noticeably more reciprocative",TRUE,"2025-03-10T17:14:57Z"
1238,2022,2022,"A",-89,"Witness B didn’t understand my references",TRUE,"2025-03-10T17:15:36Z"
1239,2026,2026,"B",100,"sounds human",FALSE,"2025-03-10T17:16:30Z"
1240,2025,2025,"A",53,"Witness B responded with only 1 word which made me believe he would be the AI however, witness A said they were studying for a quiz at 11 and i'm not sure if the study would interfere with that timing.",FALSE,"2025-03-10T17:19:02Z"
1241,2028,2028,"A",-58,"took long to respond",TRUE,"2025-03-10T17:20:20Z"
1242,2027,2027,"A",-19,"Too many periods",TRUE,"2025-03-10T17:20:52Z"
1243,2029,2029,"A",-100,"Bro witness b was so insanely abrasive and then didn’t answer a single question I asked ? Just kept spinning stuff",TRUE,"2025-03-10T17:21:16Z"
1244,2031,2031,"B",70,"Because its asking questions that a human would ask as a follow-up.",FALSE,"2025-03-10T17:21:48Z"
1245,2030,2030,"A",-20,"This one was hard. I honestly don't know... I only picked Witness A because they made grammatical mistakes... But Witness B used sarcasm so I don't know..",FALSE,"2025-03-10T17:22:56Z"
1246,2035,2035,"B",100,"Very easy because its said hbu that is a very text friendly word to use.",TRUE,"2025-03-10T17:23:57Z"
1247,2033,2033,"A",-88,"They were a lot more chill while witness B was more happy i guess",FALSE,"2025-03-10T17:24:12Z"
1248,2032,2032,"B",89,"actually answered my questions",TRUE,"2025-03-10T17:25:39Z"
1249,2036,2036,"A",-100,"""fr"" is a word that only human use.",FALSE,"2025-03-10T17:25:53Z"
1250,2034,2034,"B",90,"idk man",TRUE,"2025-03-10T17:26:41Z"
1251,2037,2037,"A",-54,"im not fully sure",TRUE,"2025-03-10T17:26:48Z"
1252,2038,2038,"B",77,"They feel a little more human, but this one was hard",FALSE,"2025-03-10T17:29:03Z"
1253,2040,2040,"A",-94,"They don’t respond to my prompts/questions.",FALSE,"2025-03-10T17:30:49Z"
1254,2039,2039,"A",-31,"I felt the conversation went smoother as if I was conversing with an actual human. However, I am still skeptical because witness B was also conversing well towards the end.",TRUE,"2025-03-10T17:31:58Z"
1255,2042,2042,"B",100,"Witness A is basically ChatGPT why are they so dry?",TRUE,"2025-03-10T17:32:11Z"
1256,2043,2043,"B",79,"They had more human like responses",TRUE,"2025-03-10T17:32:46Z"
1257,2041,2041,"B",50,"Witness A was not being very responsive while Witness B was more reciprocating and added shortcut diction to their words.",FALSE,"2025-03-10T17:33:04Z"
1258,2046,2046,"A",-35,"I could be wrong, but ""lol"" gave away that its a human.",TRUE,"2025-03-10T17:35:39Z"
1259,2044,2044,"B",33,"This one was a little tougher but",TRUE,"2025-03-10T17:36:26Z"
1260,2045,2045,"B",60,"Witness A thought the meow thing I did was a real song and not a meme",FALSE,"2025-03-10T17:37:34Z"
1261,2047,2047,"B",20,"Witness A, despite being less formal, is still not as reciprocating as much emotion compared to Witness B. I was unable to build a connection between me and Witness A. Then again, Witness A may just be that way.",TRUE,"2025-03-10T17:43:44Z"
1262,2050,2050,"A",-100,"The way they talk seems to be a real human",TRUE,"2025-03-11T07:34:18Z"
1263,2051,2051,"A",-24,"Witness B's answers seem a bit more formal than Witness A",TRUE,"2025-03-11T16:57:28Z"
1264,2054,2054,"B",100,"The gaming response",FALSE,"2025-03-11T16:59:06Z"
1265,2055,2055,"A",-85,"The responses Witness B was giving was very centered on having a conversation which might be part of the AI model, whereas Witness A was very quick and to the point.",TRUE,"2025-03-11T16:59:46Z"
1266,2058,2058,"A",-66,"ai dont use lol and witness a sounded more casual",FALSE,"2025-03-11T17:01:14Z"
1267,2052,2052,"A",-100,"Witness A seems to have a more informal texting style and is more aware of certain classes or about student life on campus.",FALSE,"2025-03-11T17:01:34Z"
1268,2056,2056,"B",100,"goes to school here, major, etc",FALSE,"2025-03-11T17:02:16Z"
1269,2062,2062,"A",-75,"again the casual language",TRUE,"2025-03-11T17:02:17Z"
1270,2060,2060,"A",-77,"Witness A's answers are much faster and less formal than Witness B",FALSE,"2025-03-11T17:02:21Z"
1271,2053,2053,"A",-93,"Less use of punctuation and proper spelling, and more relaxed(less professional) way of responding.",TRUE,"2025-03-11T17:03:01Z"
1272,2059,2059,"B",34,"Witness B proved to have more personalized responses by comparison of Witness A, while Witness B somewhat exhibited baseline knowledge of items that would not be so easily accessible to AI.",FALSE,"2025-03-11T17:05:32Z"
1273,2066,2066,"B",-87,"using informal grammar and told me facts about holidays",TRUE,"2025-03-11T17:05:43Z"
1274,2065,2065,"A",-80,"knows about hot air ballons in sky, discussing topic, interactive, knows stuff about ucsd",TRUE,"2025-03-11T17:06:06Z"
1275,2061,2061,"B",70,"witness b sounded more like how a student would type, witness a sounded a little generated",TRUE,"2025-03-11T17:06:18Z"
1276,2063,2063,"A",-83,"seems more personal and casual, responses seem to include more human elements. witness includes extra details that are natural for people to include in conversation, whereas witness b strictly answers questions with response to the prompt",TRUE,"2025-03-11T17:06:43Z"
1277,2071,2071,"A",-100,"witness B answer is irrelevant",TRUE,"2025-03-11T17:08:19Z"
1278,2067,2067,"A",-100,"The way they texted in lower case, their use of words and they had a faster response time",FALSE,"2025-03-11T17:08:26Z"
1279,2064,2064,"B",50,"I think that if you are a cs major you would know what classes you took and there's a lot of people that say that cse 12 and 21 are the hardest because of data structures, and for cse 11 and cse 8b you can't take both classes.",TRUE,"2025-03-11T17:09:14Z"
1280,2068,2068,"B",56,"Witness A also seems very AI-y, also like I'm talking to someone much older.",TRUE,"2025-03-11T17:09:56Z"
1281,2074,2074,"B",100,"taking so long for a joke",TRUE,"2025-03-11T17:09:57Z"
1282,2072,2072,"A",-100,"Witness B is using a lot of grammar and is very formal while Witness A isn't and is using slang. I knew from the first response and did the second question to make sure.",TRUE,"2025-03-11T17:10:36Z"
1283,2070,2070,"A",-99,"Very short sentences, wont elaborate while answering the questions and the conversations just did not feel natural",TRUE,"2025-03-11T17:10:48Z"
1284,2069,2069,"A",-51,"Witness A was being more personal with messaging whereas Witness B was providing pretty basic and reasonable answers that could just be tied more to a quick Google search. When asked why Zuko turned good in Avatar: The Last Airbender, the Witness was unable to provide a reason and skipped a question. Witness A provided more reasonable answers on the connection to characters.",TRUE,"2025-03-11T17:10:54Z"
1285,2077,2077,"B",100,"Witness A is not answering any of my questions and Witness B is",TRUE,"2025-03-11T17:10:59Z"
1286,2075,2075,"A",-100,"The way they type and the words they say sound more human-like and informal and casual way. They also stated that they were human.",TRUE,"2025-03-11T17:11:49Z"
1287,2082,2082,"A",-100,"The way they were typing, I text like that with my friends",FALSE,"2025-03-11T17:12:36Z"
1288,2073,2073,"A",-100,"i don't think ai systems can replicate the way real people type when talking to someone",TRUE,"2025-03-11T17:12:59Z"
1289,2079,2079,"B",100,"witness a was talking some weird stuff
",TRUE,"2025-03-11T17:13:32Z"
1290,2076,2076,"A",-100,"Witness A used words like lol and seemed more casual whereas Witness B seemed inauthentic in their answers",FALSE,"2025-03-11T17:14:53Z"
1291,2085,2085,"B",80,"i felt like they were less formal, and the ""yaasss"" really did it",TRUE,"2025-03-11T17:16:30Z"
1292,2078,2078,"B",67,"I feel like use of abreviations was too much on Witness A's side, it seemed forced. Witness A seemed too forced to sound like a younger person.",FALSE,"2025-03-11T17:16:43Z"
1293,2083,2083,"B",100,"didnt give cake instrucitons lol",TRUE,"2025-03-11T17:16:47Z"
1294,2080,2080,"A",-83,"They held conversation pretty well but they talked like they tried to convince me they were also a teenager by overusing slang",FALSE,"2025-03-11T17:16:52Z"
1295,2081,2081,"A",-61,"talked about the new hunger games and its movie and i think its a pretty common book/movie to have read with college students. It was a bit difficult because the AI would not play along",TRUE,"2025-03-11T17:16:56Z"
1296,2086,2086,"B",100,"Normal errors and patterns of speech.",TRUE,"2025-03-11T17:17:40Z"
1297,2084,2084,"B",-100,"The vegan reason and witness b was switching up on me similar to a human..",FALSE,"2025-03-11T17:19:02Z"
1298,2089,2089,"A",-100,"Witness A is using slang and not using grammar while Witness B is using a lot of grammar and is formal",TRUE,"2025-03-11T17:19:38Z"
1299,2092,2092,"B",82,"Witness B seems to have much more personal answers",TRUE,"2025-03-11T17:19:41Z"
1300,2088,2088,"A",-100,"Witness A seems to have a more informal style of texting and is quicker with the responses. Witness B claimed they just woke up and got coffee, but it would not make sense if they were also doing this study.",TRUE,"2025-03-11T17:20:37Z"
1301,2090,2090,"B",100,"Witness A provided long answers that touched deeper into the subjects than initially asked. Otherwise, Witness B was to the point and gave meaningful answers in less words.",TRUE,"2025-03-11T17:20:50Z"
1302,2087,2087,"B",100,"They talked in lowercase and didn't make sure everything had the right punctuation",TRUE,"2025-03-11T17:20:55Z"
1303,2093,2093,"A",-100,"Normal conversation, words weren't always capitalized, and Witness B was very robotic sounding.",FALSE,"2025-03-11T17:21:03Z"
1304,2091,2091,"A",-100,"witness B gave me a shakespearean english cake receipe.",TRUE,"2025-03-11T17:21:27Z"
1305,2098,2098,"B",100,"They are going through it because of finals and I'm on the same boat",TRUE,"2025-03-11T17:22:18Z"
1306,2097,2097,"B",100,"the other had a much longer message and was like formal, but witness B was super casual",FALSE,"2025-03-11T17:22:29Z"
1307,2094,2094,"B",100,"The first question i asked was ""how are you doing today"" which the AI replied ""have you asked such questions before"" and that is not a usual way to respond if they were human, whereas witness B replied back casually and stated how they really felt such as ""a little tired from waking up""",TRUE,"2025-03-11T17:22:43Z"
1308,2096,2096,"A",-90,"seems more human, language etc",FALSE,"2025-03-11T17:23:17Z"
1309,2101,2101,"A",-100,"sentence structure",FALSE,"2025-03-11T17:23:25Z"
1310,2105,2105,"B",100,"Witness A was definitely more robotic in nature.",TRUE,"2025-03-11T17:25:30Z"
1311,2095,2095,"A",-46,"This was hard because there was less grammar and they both understood the slang I was trying to use. I think it was Witness A more because they apologized for only sending one response which I think is a more human trait and Witness B was a bit more vague",TRUE,"2025-03-11T17:26:29Z"
1312,2106,2106,"A",-100,"profanity use",TRUE,"2025-03-11T17:26:44Z"
1313,2099,2099,"B",100,"Witness B was more informal when texting and seemed like a college student doing this experiment for a class explaining that they had just woke up 5 minutes before this! Witness A seems like AI as they had lengthy responses that were very formal.",TRUE,"2025-03-11T17:26:49Z"
1314,2104,2104,"A",-100,"the typing and punctuation gives a big lead in, and the human uses typing quirks and is more expressive with their language. the ai is relatively robotic and simply answers questions directly without adding personal flair",TRUE,"2025-03-11T17:27:45Z"
1315,2103,2103,"B",100,"They talked way more casual and short, whereas the other witness was more formal and talked longer sentences",FALSE,"2025-03-11T17:28:18Z"
1316,2100,2100,"A",-20,"I dont really have a good idea because witness A made a few mistakes about campus locations but witness B said they were five feet tall and that is pretty rare? idk",FALSE,"2025-03-11T17:28:59Z"
1317,2102,2102,"B",25,"I actually have no clue, I think using a conversational method is easier than using a more aggressive one because the answers were near identical, but I think the AM in Witness A first answer was something a human (especially a college student) wouldn't do.",TRUE,"2025-03-11T17:29:30Z"
1318,2107,2107,"A",-8,"I think both are humans?",TRUE,"2025-03-11T17:31:26Z"
1319,2108,2108,"A",-50,"the different response with the games",TRUE,"2025-03-11T17:32:12Z"
1320,2109,2109,"B",74,"Witness A was more like talking to a human whereas witness B couldn't answer questions very specifically",TRUE,"2025-03-11T17:32:45Z"
1321,2110,2110,"A",-75,"They couldn't even answer my question so it was hard to carry the conversation",FALSE,"2025-03-11T17:33:32Z"
1322,2112,2112,"B",100,"A answered questions about locations around campus wrongly",TRUE,"2025-03-11T17:34:42Z"
1323,2111,2111,"A",-50,"not super confident but witness a seems more conversational + human? witness b seems more structured and prompted?",FALSE,"2025-03-11T17:35:48Z"
1324,2113,2113,"A",-81,"Witness B is giving too much information and Witness A is using more slang.",FALSE,"2025-03-11T17:37:00Z"
1325,2114,2114,"B",40,"used lowercase the whole time, witness a was using uppercase randomly",FALSE,"2025-03-11T17:37:35Z"
1326,2115,2115,"A",-100,"Had a hard time answering a simple question",TRUE,"2025-03-11T17:38:54Z"
1327,2116,2116,"B",18,"Witness B's responses seems like it is coming from a student that is doing this study for a class. Witness A responses seem informal, but they're more vague and avoids answer the questions I ask specifically. However, this one was difficult as both witnesses texted very informally.",FALSE,"2025-03-11T17:40:34Z"
1328,2119,2119,"B",75,"no one will say van gogh when asked who is their fave artist i feel like everyone likes to talk ab music they listen to lol",FALSE,"2025-03-11T17:42:02Z"
1329,2118,2118,"B",100,"very robotic responses after the first greeting... i asked for a fav memory + witness b listed a personal one, whereas witness a doesn't have a specific memory that comes to mind. also, typing styles didn't not stay consistent with witness a",FALSE,"2025-03-11T17:43:43Z"
1330,2120,2120,"A",0,"This was hard, they both seem like they are both humans. They both talk casually and shorter phrases with shortening of words such as ""eo"" im confused to be honest!!",TRUE,"2025-03-11T17:45:19Z"
1331,2121,2121,"A",-100,"the ngl",FALSE,"2025-03-11T17:46:23Z"
1332,2122,2122,"B",100,"the ""prolly""",FALSE,"2025-03-11T17:47:10Z"
1333,2123,2123,"A",-100,"spelling errors, jargon, AI was too professional",TRUE,"2025-03-11T17:55:27Z"
1334,2125,2125,"B",100,"AI wouldnt have an opinion",FALSE,"2025-03-11T17:58:18Z"
1335,2126,2126,"B",43,"The speech",FALSE,"2025-03-11T18:00:08Z"
1336,2124,2124,"A",-77,"Witness A was a lot more communicative and had real world understanding. Witness B, although more responsive, looked like it had a set response time and talked like it was mimicking a human.",TRUE,"2025-03-11T18:02:18Z"
1337,2128,2128,"A",-100,"we talked about classes",FALSE,"2025-03-11T18:03:02Z"
1338,2129,2129,"A",-81,"Used different tones and use of capitol/lowercase letters
",TRUE,"2025-03-11T18:03:23Z"
1339,2130,2130,"A",-100,"Witness A used more casual texting, usually more common with humans / slang that is only recently developed and dependent upon AAVE or pop culture references, while chatGPT is built upon caucasian and deemed more formal speaking patterns",FALSE,"2025-03-11T18:03:59Z"
1340,2132,2132,"B",100,"they don't have proper grammer and they talk like me",TRUE,"2025-03-11T18:05:17Z"
1341,2137,2137,"B",100,"Less formal",TRUE,"2025-03-11T18:06:39Z"
1342,2135,2135,"A",-100,"More natural responses, the other ""witness"" took too long to respond",FALSE,"2025-03-11T18:07:17Z"
1343,2131,2131,"A",-54,"Witness B did not act like a human doing a SONA test. However, Witness A was very grammatically correct. It was hard to decide because Witness B was not answering questions.",TRUE,"2025-03-11T18:07:51Z"
1344,2138,2138,"B",100,"they know the most recent beef and speak like a human",TRUE,"2025-03-11T18:08:23Z"
1345,2134,2134,"A",-100,"they didn't talk formally",TRUE,"2025-03-11T18:09:14Z"
1346,2136,2136,"B",34,"Neither of them were real",TRUE,"2025-03-11T18:10:03Z"
1347,2141,2141,"A",-100,"Jargon, reaction time, a feeling.",FALSE,"2025-03-11T18:12:02Z"
1348,2133,2133,"B",80,"I feel like there was more connection and conversation, it flowed better. I liked that I could connect with this person relatably about music and movies, it was more realistic like a person would say that, whereas as possibly human witness A could be, the responses are great but it feels more planned out and more vague not as specific about their interests, like I have to dig around and try to figure out if this person is real or not? For witness B, definitely has to be human I think because there mention of college major and specific names and movies that I can also understand, childhood movies is really important LOL",FALSE,"2025-03-11T18:12:22Z"
1349,2140,2140,"B",100,"becasue witness A was not answering my questions",TRUE,"2025-03-11T18:12:52Z"
1350,2142,2142,"A",100,"Guessed a lot of things about me",FALSE,"2025-03-11T18:13:03Z"
1351,2139,2139,"A",-90,"witness A gave a personal opinion",TRUE,"2025-03-11T18:13:52Z"
1352,2145,2145,"A",-100,"Took quicker to respond, used all lowercase, seemed like they were thinking whilst texting -- not a clear cut response.",TRUE,"2025-03-11T18:14:20Z"
1353,2146,2146,"B",81,"Short cut words",FALSE,"2025-03-11T18:15:06Z"
1354,2143,2143,"A",-100,"they had a typo",TRUE,"2025-03-11T18:15:17Z"
1355,2144,2144,"B",100,"they responded with information that an Ai wouldn't know, and provided basic grammar expected of a college student",FALSE,"2025-03-11T18:16:00Z"
1356,2148,2148,"B",93,"Talks like a human",TRUE,"2025-03-11T18:16:13Z"
1357,2152,2152,"B",100,"vrother",FALSE,"2025-03-11T18:17:34Z"
1358,2149,2149,"B",78,"Used the word crusty",TRUE,"2025-03-11T18:18:10Z"
1359,2147,2147,"B",40,"left took a little long to reply and sounds like AI pretending to be human",FALSE,"2025-03-11T18:18:40Z"
1360,2150,2150,"A",100,"Becasue we bonded so well",TRUE,"2025-03-11T18:19:54Z"
1361,2153,2153,"B",100,"didn't know huzz",TRUE,"2025-03-11T18:20:36Z"
1362,2151,2151,"B",100,"they didnt text formally
",FALSE,"2025-03-11T18:21:20Z"
1363,2155,2155,"B",100,"A had perfect punctuation and grammar",TRUE,"2025-03-11T18:21:35Z"
1364,2154,2154,"B",89,"Less robotic answers",FALSE,"2025-03-11T18:23:38Z"
1365,2159,2159,"A",-100,"I think they're both human but I relate to Witness A more",TRUE,"2025-03-11T18:24:48Z"
1366,2158,2158,"B",85,"Lowercase and uppercase",TRUE,"2025-03-11T18:25:08Z"
1367,2157,2157,"A",46,"They were interacting with me",TRUE,"2025-03-11T18:25:09Z"
1368,2160,2160,"A",-100,"they engaged in differing responses, and provided responses that were not expected nor related to the questions asked",FALSE,"2025-03-11T18:26:50Z"
1369,2163,2163,"A",-76,"They sound a bit more human, less overuse of slang",FALSE,"2025-03-11T18:29:07Z"
1370,2156,2156,"B",50,"I feel like it's witness B, idk if it's because they just are really dry when texting but I didn't feel the most connection or vibe, but I feel like that might have been a signal that this person is a human and stuff because I feel like AI would try to be more friendlier cuz it's programmed that way, whereas humans are programmed one way, they're unpredictable and nice or mean or confusing, witness A had a pleasant conversation, it was really nice and I feel like a human could write like this like a really nice person, but I feel like there's too many perfect punctuation and no spelling mistakes nor grammar",TRUE,"2025-03-11T18:29:38Z"
1371,2161,2161,"A",-100,"they knew a lot more and responded like a human",FALSE,"2025-03-11T18:30:22Z"
1372,2162,2162,"A",-100,"they had personality",TRUE,"2025-03-11T18:30:26Z"
1373,2167,2167,"B",100,"Took a really long time to respond",TRUE,"2025-03-11T18:33:25Z"
1374,2165,2165,"A",-100,"very abrupt and not begging to be engaged with",FALSE,"2025-03-11T18:34:24Z"
1375,2166,2166,"B",100,"human",FALSE,"2025-03-11T18:36:21Z"
1376,2169,2169,"B",60,"A's grammar and punctuation is too perfect",TRUE,"2025-03-11T18:42:27Z"
1377,2168,2168,"B",100,"I'm 100% confident that witness B is not AI, the conversation flow, the banter, the connection, saying things like extra credit, talking about culture comfortably, mentioning cultural things that I am not familiar with, I think the extra credit really got me, I feel like witness A can also definitely be what a human would say though it's pretty close call, but witness A sounds like they're trying to be avoid typically AI by writing in all lowercase, saying basic slang like lol fr or r, idk there's less emotion but ik humans can be like that so it's a hard case, but witness B just got me idk",TRUE,"2025-03-11T18:44:19Z"
1378,2170,2170,"B",87,"they were sarcastic",FALSE,"2025-03-12T01:33:33Z"
1379,2171,2171,"B",74,"Knew the slang for gen z",FALSE,"2025-03-12T01:39:37Z"
1380,2172,2172,"A",13,"They seem more humanlike.",TRUE,"2025-03-12T05:20:54Z"
1381,2175,2175,"A",-100,"Told me they went to Peet’s coffee",FALSE,"2025-03-12T15:59:00Z"
1382,2173,2173,"B",-7,"the language is more formal, rather than conversational like witness B who is using a more casual tone",TRUE,"2025-03-12T15:59:03Z"
1383,2176,2176,"A",-90,"Witness A had more focused and real responses whereas Witness B eluded from my question and didn’t make much sense",TRUE,"2025-03-12T15:59:23Z"
1384,2177,2177,"A",-50,"Answers like a person",TRUE,"2025-03-12T15:59:53Z"
1385,2180,2180,"B",-85,"They way they txt",TRUE,"2025-03-12T16:01:24Z"
1386,2179,2179,"B",100,"The witness also responded with a question for me to answer that I dont expect most humans to do in this setting",FALSE,"2025-03-12T16:02:32Z"
1387,2181,2181,"A",-75,"The way AI was talking sounded too much like it wanted to be human",TRUE,"2025-03-12T16:03:09Z"
1388,2182,2182,"A",-100,"i mean the conversation is really smooth，i feel like A is more like a human",FALSE,"2025-03-12T16:03:24Z"
1389,2183,2183,"A",-100,"I got them to explain something only a real human would know",FALSE,"2025-03-12T16:04:35Z"
1390,2185,2185,"A",-95,"slower responses and seemed more realistic things a normal person would say",TRUE,"2025-03-12T16:05:10Z"
1391,2184,2184,"B",100,"casual grammar when speaking, sounds too human",FALSE,"2025-03-12T16:05:45Z"
1392,2187,2187,"A",-100,"witness A gave more realistic answers",FALSE,"2025-03-12T16:06:47Z"
1393,2188,2188,"B",24,"Very casual language and more descriptive responses",FALSE,"2025-03-12T16:09:01Z"
1394,2186,2186,"B",50,"Witness be seemed more robotic, I suppose? Both witnesses used text ""slang"" and other humanly indicators... Pretty tough decision.",TRUE,"2025-03-12T16:09:02Z"
1395,2189,2189,"B",100,"real details and the way they spoke
",TRUE,"2025-03-12T16:09:26Z"
1396,2191,2191,"A",-100,"The witness has more relatability.",FALSE,"2025-03-12T16:10:01Z"
1397,2190,2190,"B",-41,"I thought they both were real gagahaha",FALSE,"2025-03-12T16:10:34Z"
