game_id,class,tagged_by
2456,1b,gpt-4o
2587,5b,gpt-4o
2587,5e,gpt-4o
2454,5e,gpt-4o
2845,1b,gpt-4o
2845,1c,gpt-4o
2845,2a,gpt-4o
3049,3b,gpt-4o
2639,1b,gpt-4o
2639,5e,gpt-4o
2440,6a,gpt-4o
2949,5e,gpt-4o
2880,1b,gpt-4o
2711,1b,gpt-4o
2985,5e,gpt-4o
2985,6f,gpt-4o
2850,5a,gpt-4o
2794,1b,gpt-4o
2794,2a,gpt-4o
2794,5e,gpt-4o
3029,5e,gpt-4o
3029,5g,gpt-4o
2691,1b,gpt-4o
2691,5a,gpt-4o
2691,5c,gpt-4o
2847,1b,gpt-4o
2847,1c,gpt-4o
3024,1b,gpt-4o
3024,1c,gpt-4o
3024,5e,gpt-4o
2656,1b,gpt-4o
2656,1c,gpt-4o
2696,5b,gpt-4o
2696,5a,gpt-4o
2544,4b,gpt-4o
2544,5e,gpt-4o
2793,4d,gpt-4o
2793,4e,gpt-4o
2793,5e,gpt-4o
2473,3b,gpt-4o
2473,5g,gpt-4o
2477,1b,gpt-4o
2888,3a,gpt-4o
2888,2d,gpt-4o
2528,1b,gpt-4o
2528,3a,gpt-4o
2690,1c,gpt-4o
2720,1b,gpt-4o
2720,1c,gpt-4o
2578,3a,gpt-4o
2578,3b,gpt-4o
2578,5b,gpt-4o
2553,1b,gpt-4o
2877,1a,gpt-4o
2877,2a,gpt-4o
2877,2d,gpt-4o
2716,1b,gpt-4o
2716,2a,gpt-4o
2641,6e,gpt-4o
2508,5c,gpt-4o
2824,1b,gpt-4o
2824,1c,gpt-4o
2494,5e,gpt-4o
2494,5f,gpt-4o
2772,2a,gpt-4o
2772,4b,gpt-4o
2539,1b,gpt-4o
2539,1c,gpt-4o
2439,1b,gpt-4o
2439,1c,gpt-4o
2439,5e,gpt-4o
2989,1b,gpt-4o
2989,2a,gpt-4o
2989,1c,gpt-4o
2564,5e,gpt-4o
2564,5a,gpt-4o
2600,5e,gpt-4o
2743,1b,gpt-4o
2743,1c,gpt-4o
2647,1c,gpt-4o
2647,5e,gpt-4o
2668,1b,gpt-4o
2617,1c,gpt-4o
2652,2d,gpt-4o
3056,4f,gpt-4o
3056,1b,gpt-4o
3056,1c,gpt-4o
2758,3a,gpt-4o
2758,2c,gpt-4o
2758,2b,gpt-4o
2758,1b,gpt-4o
2758,1c,gpt-4o
2758,2d,gpt-4o
2895,2d,gpt-4o
2995,1b,gpt-4o
2995,1c,gpt-4o
2995,2a,gpt-4o
2717,4d,gpt-4o
2717,5e,gpt-4o
2823,3a,gpt-4o
2823,3b,gpt-4o
2571,5e,gpt-4o
2571,5c,gpt-4o
2571,5a,gpt-4o
2700,5e,gpt-4o
2700,5a,gpt-4o
2944,1c,gpt-4o
2944,5e,gpt-4o
2930,6a,gpt-4o
2930,1b,gpt-4o
2447,5e,gpt-4o
2447,5a,gpt-4o
2864,5e,gpt-4o
3036,1b,gpt-4o
3036,1c,gpt-4o
3036,5e,gpt-4o
2450,5b,gpt-4o
2450,5e,gpt-4o
2881,6d,gpt-4o
2881,3b,gpt-4o
2734,3a,gpt-4o
2734,3b,gpt-4o
2734,1c,gpt-4o
2710,4b,gpt-4o
2986,4f,gpt-4o
2947,5e,gpt-4o
2947,4b,gpt-4o
2760,1b,gpt-4o
2760,1c,gpt-4o
2760,5e,gpt-4o
3072,1b,gpt-4o
3072,1c,gpt-4o
3072,5e,gpt-4o
2705,1b,gpt-4o
2705,1c,gpt-4o
2705,3b,gpt-4o
2705,5e,gpt-4o
2935,6a,gpt-4o
2486,1b,gpt-4o
2486,1c,gpt-4o
2998,3a,gpt-4o
2554,1b,gpt-4o
2554,1c,gpt-4o
2554,2c,gpt-4o
2860,1c,gpt-4o
2860,5b,gpt-4o
2530,5e,gpt-4o
2530,5a,gpt-4o
2566,5e,gpt-4o
2566,6f,gpt-4o
2497,5b,gpt-4o
2497,5e,gpt-4o
2897,1b,gpt-4o
2897,1c,gpt-4o
2897,5e,gpt-4o
3073,1b,gpt-4o
2458,1b,gpt-4o
2458,1c,gpt-4o
2990,1b,gpt-4o
2765,5e,gpt-4o
3050,5e,gpt-4o
2869,1b,gpt-4o
2606,5e,gpt-4o
2999,1b,gpt-4o
2999,2a,gpt-4o
2629,5e,gpt-4o
2626,3a,gpt-4o
2626,4e,gpt-4o
2626,5b,gpt-4o
2715,1b,gpt-4o
2868,1b,gpt-4o
2868,1c,gpt-4o
2465,4e,gpt-4o
2475,5e,gpt-4o
2867,5a,gpt-4o
2867,5e,gpt-4o
2643,3a,gpt-4o
2643,1c,gpt-4o
2541,1c,gpt-4o
2541,5e,gpt-4o
2728,4h,gpt-4o
2662,1b,gpt-4o
2662,1c,gpt-4o
2478,1b,gpt-4o
2478,1c,gpt-4o
2904,1c,gpt-4o
2904,5e,gpt-4o
2632,5e,gpt-4o
2804,5e,gpt-4o
2804,4f,gpt-4o
2653,1b,gpt-4o
2653,1c,gpt-4o
2653,5e,gpt-4o
2490,5b,gpt-4o
2490,5e,gpt-4o
2550,1b,gpt-4o
2550,1c,gpt-4o
2550,2a,gpt-4o
2945,5e,gpt-4o
2945,5b,gpt-4o
2899,3a,gpt-4o
2899,5e,gpt-4o
2907,1c,gpt-4o
2893,1b,gpt-4o
2893,3a,gpt-4o
2778,1b,gpt-4o
2510,1b,gpt-4o
2510,2d,gpt-4o
2786,5e,gpt-4o
2861,3a,gpt-4o
2861,3b,gpt-4o
2861,2d,gpt-4o
2777,1b,gpt-4o
2777,1c,gpt-4o
2686,1c,gpt-4o
2686,5e,gpt-4o
2787,1b,gpt-4o
2955,3a,gpt-4o
3077,1b,gpt-4o
3077,5e,gpt-4o
2595,1b,gpt-4o
2595,3a,gpt-4o
2746,3a,gpt-4o
3022,1b,gpt-4o
3022,1c,gpt-4o
3022,5e,gpt-4o
2929,5e,gpt-4o
3046,2d,gpt-4o
3046,5c,gpt-4o
2933,5e,gpt-4o
2499,5e,gpt-4o
2581,1b,gpt-4o
2581,1c,gpt-4o
2581,2a,gpt-4o
2873,1b,gpt-4o
2873,1c,gpt-4o
2466,3a,gpt-4o
2466,4d,gpt-4o
3032,1b,gpt-4o
2902,1b,gpt-4o
2902,1c,gpt-4o
2902,5e,gpt-4o
2680,1a,gpt-4o
2680,1c,gpt-4o
3059,5b,gpt-4o
3059,5e,gpt-4o
2977,1b,gpt-4o
2977,1c,gpt-4o
2688,1b,gpt-4o
2688,1c,gpt-4o
2688,5e,gpt-4o
2489,1b,gpt-4o
2489,3a,gpt-4o
2489,3b,gpt-4o
2489,5g,gpt-4o
3069,4f,gpt-4o
3069,5c,gpt-4o
3069,5e,gpt-4o
2644,5e,gpt-4o
2615,1b,gpt-4o
2615,2c,gpt-4o
2900,1b,gpt-4o
2900,5e,gpt-4o
2900,2d,gpt-4o
2614,4f,gpt-4o
2614,1c,gpt-4o
2789,1b,gpt-4o
2669,1b,gpt-4o
2669,1c,gpt-4o
2669,5e,gpt-4o
2628,5e,gpt-4o
3064,5e,gpt-4o
2939,4b,gpt-4o
2939,5e,gpt-4o
2994,5e,gpt-4o
2531,1b,gpt-4o
2531,3a,gpt-4o
2531,3b,gpt-4o
2531,5e,gpt-4o
2516,1c,gpt-4o
2516,4f,gpt-4o
3062,4f,gpt-4o
2928,2d,gpt-4o
2928,3a,gpt-4o
2928,3b,gpt-4o
3070,1b,gpt-4o
3070,1c,gpt-4o
2791,3a,gpt-4o
2791,3b,gpt-4o
2791,4f,gpt-4o
2814,4b,gpt-4o
2814,5e,gpt-4o
3044,1b,gpt-4o
3084,1b,gpt-4o
3084,2d,gpt-4o
2703,4f,gpt-4o
2703,4g,gpt-4o
2568,3a,gpt-4o
2568,5e,gpt-4o
2689,5e,gpt-4o
2591,5e,gpt-4o
2535,1c,gpt-4o
2535,5e,gpt-4o
2535,4f,gpt-4o
2724,3a,gpt-4o
2967,2d,gpt-4o
2967,3a,gpt-4o
2967,5b,gpt-4o
2453,3a,gpt-4o
2453,3b,gpt-4o
2453,4g,gpt-4o
2923,1b,gpt-4o
2923,5e,gpt-4o
2813,1b,gpt-4o
2813,1c,gpt-4o
2812,1b,gpt-4o
2812,5e,gpt-4o
2875,1a,gpt-4o
2875,4f,gpt-4o
2970,5e,gpt-4o
2831,1c,gpt-4o
2831,5e,gpt-4o
2646,1c,gpt-4o
2646,5e,gpt-4o
2546,1b,gpt-4o
2546,1c,gpt-4o
2546,2a,gpt-4o
2561,5e,gpt-4o
2701,5e,gpt-4o
2701,5a,gpt-4o
2426,1b,gpt-4o
2426,3a,gpt-4o
2547,1b,gpt-4o
2547,1c,gpt-4o
2547,2a,gpt-4o
2498,4d,gpt-4o
2498,4f,gpt-4o
2834,1b,gpt-4o
2834,1c,gpt-4o
2834,3b,gpt-4o
2984,1b,gpt-4o
2984,1c,gpt-4o
2927,4b,gpt-4o
2927,5e,gpt-4o
2991,1a,gpt-4o
2991,2a,gpt-4o
2961,6b,gpt-4o
3039,1b,gpt-4o
2601,3a,gpt-4o
2601,3b,gpt-4o
2603,1b,gpt-4o
2603,1c,gpt-4o
2434,4c,gpt-4o
2434,1c,gpt-4o
2741,4c,gpt-4o
2741,4f,gpt-4o
2438,1b,gpt-4o
2438,1c,gpt-4o
2438,4b,gpt-4o
2884,1b,gpt-4o
2884,1c,gpt-4o
2884,2a,gpt-4o
3023,1b,gpt-4o
3023,1c,gpt-4o
2909,5b,gpt-4o
2909,5e,gpt-4o
2909,3a,gpt-4o
3087,1b,gpt-4o
3087,1c,gpt-4o
2885,5e,gpt-4o
2885,1c,gpt-4o
2480,5e,gpt-4o
3004,5e,gpt-4o
2838,1b,gpt-4o
2838,3a,gpt-4o
2838,3b,gpt-4o
3051,5e,gpt-4o
2619,1c,gpt-4o
2619,5e,gpt-4o
2556,1b,gpt-4o
2556,1c,gpt-4o
2556,2d,gpt-4o
2914,5e,gpt-4o
3005,5e,gpt-4o
2582,5b,gpt-4o
2582,5e,gpt-4o
2830,5e,gpt-4o
2843,1b,gpt-4o
2843,5e,gpt-4o
2737,1b,gpt-4o
2737,4b,gpt-4o
2451,1b,gpt-4o
2451,2a,gpt-4o
2446,4f,gpt-4o
2693,1b,gpt-4o
2693,4b,gpt-4o
2693,3a,gpt-4o
3014,5e,gpt-4o
2878,1c,gpt-4o
2878,5e,gpt-4o
2836,5e,gpt-4o
2836,5g,gpt-4o
2533,1c,gpt-4o
2533,2a,gpt-4o
2835,5e,gpt-4o
2946,4f,gpt-4o
3065,5e,gpt-4o
2640,1b,gpt-4o
2640,4f,gpt-4o
2795,4b,gpt-4o
2795,5e,gpt-4o
2657,1b,gpt-4o
2657,1c,gpt-4o
2657,5e,gpt-4o
3003,1b,gpt-4o
3003,1c,gpt-4o
3018,1b,gpt-4o
3018,2a,gpt-4o
3018,5a,gpt-4o
2507,1b,gpt-4o
2507,1c,gpt-4o
2507,5e,gpt-4o
3078,1b,gpt-4o
3078,4b,gpt-4o
2576,3a,gpt-4o
2576,1b,gpt-4o
2987,3a,gpt-4o
2987,1c,gpt-4o
2987,5e,gpt-4o
3031,1b,gpt-4o
3031,2a,gpt-4o
3031,1c,gpt-4o
2665,1b,gpt-4o
2767,1b,gpt-4o
2767,1c,gpt-4o
2650,3a,gpt-4o
2650,1b,gpt-4o
2862,5e,gpt-4o
2862,1b,gpt-4o
2936,5b,gpt-4o
2433,2b,gpt-4o
2433,5e,gpt-4o
2912,3a,gpt-4o
2912,2d,gpt-4o
2825,1c,gpt-4o
2915,1b,gpt-4o
2915,5e,gpt-4o
2915,4f,gpt-4o
2709,1c,gpt-4o
2586,4f,gpt-4o
2542,5e,gpt-4o
2542,5c,gpt-4o
2519,1b,gpt-4o
2519,1c,gpt-4o
2886,1b,gpt-4o
2733,6e,gpt-4o
2491,1b,gpt-4o
2491,1c,gpt-4o
2491,2a,gpt-4o
2951,5a,gpt-4o
2951,5b,gpt-4o
2604,1b,gpt-4o
2604,1c,gpt-4o
2604,2d,gpt-4o
2859,3a,gpt-4o
2859,4f,gpt-4o
2859,4e,gpt-4o
2859,6d,gpt-4o
2523,5b,gpt-4o
2523,1c,gpt-4o
2474,5e,gpt-4o
2918,1b,gpt-4o
2918,5e,gpt-4o
2463,5e,gpt-4o
2932,1c,gpt-4o
2932,5b,gpt-4o
2599,4f,gpt-4o
2493,1b,gpt-4o
2908,5e,gpt-4o
2887,4b,gpt-4o
2887,1c,gpt-4o
2887,2a,gpt-4o
2849,1b,gpt-4o
2953,5e,gpt-4o
2756,1b,gpt-4o
2756,1c,gpt-4o
3013,1c,gpt-4o
2593,3a,gpt-4o
2593,1c,gpt-4o
2596,4e,gpt-4o
2596,5e,gpt-4o
2664,1b,gpt-4o
2664,2d,gpt-4o
2575,4e,gpt-4o
2752,1b,gpt-4o
2752,1c,gpt-4o
2752,5e,gpt-4o
2455,4f,gpt-4o
2748,5e,gpt-4o
2748,4b,gpt-4o
2788,5e,gpt-4o
2788,1b,gpt-4o
2552,1b,gpt-4o
2552,5c,gpt-4o
2552,5e,gpt-4o
2585,5e,gpt-4o
2559,4e,gpt-4o
2559,6f,gpt-4o
2611,3a,gpt-4o
2611,1c,gpt-4o
2611,5a,gpt-4o
2805,5e,gpt-4o
2805,1c,gpt-4o
2472,5b,gpt-4o
2472,5e,gpt-4o
2810,5e,gpt-4o
2548,1b,gpt-4o
2548,5e,gpt-4o
3033,1b,gpt-4o
3033,5e,gpt-4o
2876,1c,gpt-4o
2876,5e,gpt-4o
2976,5b,gpt-4o
2976,5e,gpt-4o
2706,3a,gpt-4o
2706,1c,gpt-4o
2706,5e,gpt-4o
2610,5e,gpt-4o
2505,4f,gpt-4o
2988,1b,gpt-4o
2988,1c,gpt-4o
2988,5e,gpt-4o
2726,1b,gpt-4o
2726,1c,gpt-4o
2436,1b,gpt-4o
2436,1c,gpt-4o
2563,1b,gpt-4o
2563,1c,gpt-4o
3015,4c,gpt-4o
3015,4h,gpt-4o
2487,5e,gpt-4o
3037,1b,gpt-4o
3037,1c,gpt-4o
2666,5e,gpt-4o
2839,3a,gpt-4o
2839,5e,gpt-4o
2839,6a,gpt-4o
2872,1b,gpt-4o
2872,1c,gpt-4o
2872,5e,gpt-4o
3011,1b,gpt-4o
3011,1c,gpt-4o
2965,3a,gpt-4o
2965,3b,gpt-4o
2965,4f,gpt-4o
2555,1c,gpt-4o
2555,3a,gpt-4o
2555,5e,gpt-4o
2926,4f,gpt-4o
2926,4g,gpt-4o
2926,2d,gpt-4o
2549,5e,gpt-4o
2903,1b,gpt-4o
2903,1c,gpt-4o
2903,3a,gpt-4o
2677,1b,gpt-4o
2677,1c,gpt-4o
2677,5e,gpt-4o
3083,1b,gpt-4o
3083,1c,gpt-4o
2659,1b,gpt-4o
3055,5e,gpt-4o
2500,1b,gpt-4o
2506,5e,gpt-4o
3008,1b,gpt-4o
3008,1c,gpt-4o
3008,5e,gpt-4o
3008,3b,gpt-4o
2803,1b,gpt-4o
2803,1c,gpt-4o
2803,5e,gpt-4o
2684,1b,gpt-4o
2684,1c,gpt-4o
2684,3b,gpt-4o
2729,1b,gpt-4o
2729,1c,gpt-4o
2729,4b,gpt-4o
2501,5e,gpt-4o
2501,1c,gpt-4o
2501,3a,gpt-4o
3054,5e,gpt-4o
3054,1b,gpt-4o
2916,6a,gpt-4o
3006,5e,gpt-4o
2948,1b,gpt-4o
2948,1c,gpt-4o
2948,5e,gpt-4o
2502,5e,gpt-4o
2766,5e,gpt-4o
2924,5e,gpt-4o
2924,5a,gpt-4o
2797,5a,gpt-4o
2797,4b,gpt-4o
2797,5e,gpt-4o
2698,1b,gpt-4o
2526,1b,gpt-4o
2526,1c,gpt-4o
2695,5e,gpt-4o
2931,1c,gpt-4o
2931,5e,gpt-4o
2853,5a,gpt-4o
2853,5e,gpt-4o
2770,3a,gpt-4o
2770,4b,gpt-4o
2485,3a,gpt-4o
2485,1c,gpt-4o
2452,4f,gpt-4o
3061,5e,gpt-4o
3061,1b,gpt-4o
3058,1b,gpt-4o
3058,1c,gpt-4o
2781,3a,gpt-4o
2781,4b,gpt-4o
2642,1b,gpt-4o
2642,1c,gpt-4o
2642,5e,gpt-4o
2484,4f,gpt-4o
2594,1b,gpt-4o
2594,1c,gpt-4o
2594,2c,gpt-4o
2594,5e,gpt-4o
2441,3a,gpt-4o
2441,3b,gpt-4o
2441,4c,gpt-4o
2565,1c,gpt-4o
2565,5b,gpt-4o
2917,1a,gpt-4o
2784,1b,gpt-4o
3010,1b,gpt-4o
2590,1c,gpt-4o
2590,4d,gpt-4o
2590,5e,gpt-4o
2911,6d,gpt-4o
2911,6f,gpt-4o
2911,4e,gpt-4o
2911,5e,gpt-4o
2612,1b,gpt-4o
2612,1c,gpt-4o
2608,1c,gpt-4o
2608,5e,gpt-4o
2776,1b,gpt-4o
2773,1b,gpt-4o
2773,6e,gpt-4o
2483,5a,gpt-4o
2483,5e,gpt-4o
2960,1b,gpt-4o
2960,1c,gpt-4o
2960,3a,gpt-4o
2960,3b,gpt-4o
2960,5e,gpt-4o
2609,1b,gpt-4o
2609,1c,gpt-4o
2609,5e,gpt-4o
2996,1b,gpt-4o
2996,5e,gpt-4o
2971,1b,gpt-4o
2779,1b,gpt-4o
2749,1b,gpt-4o
2749,5e,gpt-4o
2979,3a,gpt-4o
3041,5b,gpt-4o
3041,5c,gpt-4o
2742,6a,gpt-4o
2583,1b,gpt-4o
2583,1c,gpt-4o
2671,1b,gpt-4o
2671,1c,gpt-4o
2671,5e,gpt-4o
2655,1b,gpt-4o
2655,1c,gpt-4o
2437,1b,gpt-4o
2437,3a,gpt-4o
2634,1c,gpt-4o
2919,1b,gpt-4o
2919,5e,gpt-4o
2488,2a,gpt-4o
2488,1c,gpt-4o
2894,5e,gpt-4o
2894,4f,gpt-4o
3053,5a,gpt-4o
3053,5e,gpt-4o
2682,1b,gpt-4o
2682,1c,gpt-4o
2682,5e,gpt-4o
2645,1b,gpt-4o
2645,1c,gpt-4o
2649,5e,gpt-4o
2649,5a,gpt-4o
3067,5e,gpt-4o
3068,3a,gpt-4o
2727,1b,gpt-4o
2727,1c,gpt-4o
2727,5e,gpt-4o
3016,1b,gpt-4o
3016,1c,gpt-4o
3027,1b,gpt-4o
2736,1b,gpt-4o
2736,1c,gpt-4o
2870,1c,gpt-4o
2870,5e,gpt-4o
2802,5e,gpt-4o
2983,1b,gpt-4o
2954,1b,gpt-4o
2954,1c,gpt-4o
2806,1b,gpt-4o
2806,2a,gpt-4o
2806,5e,gpt-4o
2978,1b,gpt-4o
2978,1c,gpt-4o
2978,2a,gpt-4o
2580,3a,gpt-4o
2901,5e,gpt-4o
2906,3a,gpt-4o
2702,5c,gpt-4o
2702,2c,gpt-4o
2721,1b,gpt-4o
2721,1c,gpt-4o
2558,3a,gpt-4o
2471,1b,gpt-4o
2471,2d,gpt-4o
2471,3a,gpt-4o
2762,1b,gpt-4o
2762,3a,gpt-4o
2445,5e,gpt-4o
2753,1b,gpt-4o
2753,5a,gpt-4o
2504,1b,gpt-4o
2504,3a,gpt-4o
2504,5e,gpt-4o
2584,5e,gpt-4o
2755,5e,gpt-4o
2697,2c,gpt-4o
2921,5e,gpt-4o
2921,3a,gpt-4o
2921,2d,gpt-4o
2807,1a,gpt-4o
2807,5e,gpt-4o
2537,5e,gpt-4o
2537,4d,gpt-4o
2543,5e,gpt-4o
2658,1b,gpt-4o
2658,1c,gpt-4o
2658,2a,gpt-4o
2658,5a,gpt-4o
2520,2b,gpt-4o
2775,4b,gpt-4o
2775,3a,gpt-4o
2775,2b,gpt-4o
2602,5c,gpt-4o
2790,1b,gpt-4o
2790,1c,gpt-4o
2676,1b,gpt-4o
2676,1c,gpt-4o
2676,2a,gpt-4o
2676,2c,gpt-4o
2676,2b,gpt-4o
3012,1b,gpt-4o
3012,1c,gpt-4o
3012,5e,gpt-4o
2780,5e,gpt-4o
2780,6f,gpt-4o
2952,5e,gpt-4o
2952,2a,gpt-4o
2735,4h,gpt-4o
2913,5e,gpt-4o
2449,4f,gpt-4o
2524,3a,gpt-4o
2524,5e,gpt-4o
2975,4f,gpt-4o
2551,5e,gpt-4o
2443,5e,gpt-4o
2443,5c,gpt-4o
2938,1a,gpt-4o
2938,3a,gpt-4o
2750,1b,gpt-4o
2750,2a,gpt-4o
2750,2b,gpt-4o
2750,1c,gpt-4o
3034,1b,gpt-4o
3034,1c,gpt-4o
3034,5e,gpt-4o
2637,3a,gpt-4o
2637,1c,gpt-4o
2588,5c,gpt-4o
2832,3a,gpt-4o
2832,5c,gpt-4o
2557,5b,gpt-4o
2557,5e,gpt-4o
2738,5e,gpt-4o
2738,5g,gpt-4o
3071,3a,gpt-4o
3071,5e,gpt-4o
2509,1b,gpt-4o
2509,4b,gpt-4o
2509,5e,gpt-4o
2896,1b,gpt-4o
2896,2a,gpt-4o
2896,3b,gpt-4o
3057,1b,gpt-4o
3057,1c,gpt-4o
3057,5e,gpt-4o
3057,3a,gpt-4o
2704,1b,gpt-4o
2704,5e,gpt-4o
2754,1b,gpt-4o
2754,4b,gpt-4o
2920,1b,gpt-4o
2920,2a,gpt-4o
2871,6a,gpt-4o
2958,3a,gpt-4o
2958,5e,gpt-4o
3007,5c,gpt-4o
2648,5e,gpt-4o
2891,5e,gpt-4o
2891,5a,gpt-4o
2635,5e,gpt-4o
2635,1c,gpt-4o
2651,1b,gpt-4o
3038,5b,gpt-4o
3038,2d,gpt-4o
2482,3a,gpt-4o
2482,5c,gpt-4o
2462,1b,gpt-4o
2667,1b,gpt-4o
2667,2a,gpt-4o
2667,1c,gpt-4o
2667,5b,gpt-4o
2768,1b,gpt-4o
2467,5e,gpt-4o
2572,4e,gpt-4o
2470,1b,gpt-4o
2470,1c,gpt-4o
2627,1c,gpt-4o
2461,1b,gpt-4o
2461,1c,gpt-4o
2461,5a,gpt-4o
2981,5e,gpt-4o
2950,1c,gpt-4o
2950,5e,gpt-4o
2783,1b,gpt-4o
2476,3a,gpt-4o
2476,5b,gpt-4o
2623,1b,gpt-4o
2623,1c,gpt-4o
2623,5e,gpt-4o
2663,5e,gpt-4o
3089,1b,gpt-4o
3089,2a,gpt-4o
2444,1b,gpt-4o
2444,1c,gpt-4o
2444,2d,gpt-4o
2444,5e,gpt-4o
2956,5e,gpt-4o
3086,1b,gpt-4o
3086,1c,gpt-4o
2842,6d,gpt-4o
2882,1b,gpt-4o
2882,1c,gpt-4o
2882,5a,gpt-4o
2940,6a,gpt-4o
2940,6f,gpt-4o
2678,1b,gpt-4o
2469,4f,gpt-4o
2621,5a,gpt-4o
3019,5e,gpt-4o
3019,1c,gpt-4o
2672,1a,gpt-4o
2672,5e,gpt-4o
2589,5e,gpt-4o
2589,4b,gpt-4o
2922,1b,gpt-4o
2922,3a,gpt-4o
2922,5e,gpt-4o
2905,3a,gpt-4o
2905,1c,gpt-4o
2972,5e,gpt-4o
2718,4b,gpt-4o
2718,5g,gpt-4o
2605,1b,gpt-4o
2545,3a,gpt-4o
2769,4b,gpt-4o
2769,1b,gpt-4o
2687,1b,gpt-4o
2687,1c,gpt-4o
2799,5b,gpt-4o
2799,3a,gpt-4o
2448,5f,gpt-4o
2448,5b,gpt-4o
2826,3a,gpt-4o
2826,6d,gpt-4o
2826,4d,gpt-4o
2796,5e,gpt-4o
2796,1c,gpt-4o
2856,5e,gpt-4o
2856,5f,gpt-4o
2492,1b,gpt-4o
2492,2a,gpt-4o
2492,5e,gpt-4o
2630,5e,gpt-4o
2515,5e,gpt-4o
3048,4e,gpt-4o
2638,3a,gpt-4o
2638,3b,gpt-4o
2638,1b,gpt-4o
2638,1c,gpt-4o
2731,5e,gpt-4o
3001,1b,gpt-4o
3001,1c,gpt-4o
3001,3a,gpt-4o
3001,5e,gpt-4o
2828,1b,gpt-4o
2732,1b,gpt-4o
2732,5a,gpt-4o
3028,1b,gpt-4o
2708,5e,gpt-4o
2708,5f,gpt-4o
2992,1c,gpt-4o
2992,5e,gpt-4o
2567,1b,gpt-4o
2567,1c,gpt-4o
2567,2a,gpt-4o
2567,5c,gpt-4o
2785,5e,gpt-4o
2879,1c,gpt-4o
2879,5e,gpt-4o
2527,1b,gpt-4o
2527,5e,gpt-4o
3045,4g,gpt-4o
2852,2a,gpt-4o
2852,5e,gpt-4o
2514,3a,gpt-4o
2514,3b,gpt-4o
2514,5e,gpt-4o
2846,1b,gpt-4o
2846,1c,gpt-4o
2829,1b,gpt-4o
2829,5e,gpt-4o
2747,1c,gpt-4o
2747,5e,gpt-4o
2521,5e,gpt-4o
2521,6f,gpt-4o
2496,3a,gpt-4o
2496,3b,gpt-4o
2496,1c,gpt-4o
2495,1b,gpt-4o
2495,3a,gpt-4o
2495,5a,gpt-4o
2495,5e,gpt-4o
2898,6a,gpt-4o
2685,1b,gpt-4o
2685,1c,gpt-4o
2714,1b,gpt-4o
2714,4f,gpt-4o
2681,1b,gpt-4o
2681,1c,gpt-4o
2681,2a,gpt-4o
2840,1b,gpt-4o
2840,1c,gpt-4o
2874,1b,gpt-4o
2874,2a,gpt-4o
2707,5a,gpt-4o
2707,4f,gpt-4o
2534,5e,gpt-4o
2534,5a,gpt-4o
2959,5a,gpt-4o
2959,2a,gpt-4o
2959,5e,gpt-4o
2809,3a,gpt-4o
2809,3b,gpt-4o
2809,5b,gpt-4o
2809,5e,gpt-4o
2980,1b,gpt-4o
2620,5e,gpt-4o
2774,1b,gpt-4o
2800,1b,gpt-4o
2513,5e,gpt-4o
2513,1b,gpt-4o
2513,1c,gpt-4o
3088,1b,gpt-4o
3088,1c,gpt-4o
3088,2a,gpt-4o
2675,1c,gpt-4o
2675,5e,gpt-4o
2431,5e,gpt-4o
2431,3a,gpt-4o
2459,4f,gpt-4o
2459,4g,gpt-4o
2745,1b,gpt-4o
2745,4b,gpt-4o
2745,3a,gpt-4o
2674,1b,gpt-4o
2674,1c,gpt-4o
2598,1b,gpt-4o
2598,1c,gpt-4o
2598,5e,gpt-4o
2841,1c,gpt-4o
2841,5e,gpt-4o
2518,1b,gpt-4o
2518,2d,gpt-4o
2968,1b,gpt-4o
2865,5c,gpt-4o
2865,5g,gpt-4o
3063,1b,gpt-4o
3063,1c,gpt-4o
3040,1b,gpt-4o
