"ai_model_id","interrogator_user_id","ai_witness_id","human_witness_id","interrogator_id","id","status","created_at","finished_at","verdict_at","last_updated","is_test","day","duration","verdict_id","verdict","confidence","reason","is_correct","success","human_witness_user_id","gender","year_of_birth","education","chatbot_interaction_frequency","familiarity_with_GPT","expt_aware","expt_aware_details","source","study","sona_credit_granted","emotion","intelligence","strategy","strategy_change","accuracy_estimate","other","age","ai_model","family","model_name","active","interrogator_game_index","ai_model_long"
71,3432,4421,4420,2218,2218,"verdict",2025-03-12 16:27:15,2025-03-12 16:32:15,"2025-03-12T16:33:21Z","2025-03-12T16:33:21Z",FALSE,2025-03-12,300,1424,"B",14,"Both sides were quite vague in responses, but witness B engaged in more usual texting habits  eg; lol",TRUE,TRUE,3443,"F",2004,3,3,2,FALSE,NA,2,NA,FALSE,3,4,"asking questions about emotion, day-to day and asking about codes","Yes, I would base my decision off of the texting style but I noticed that the ai was matching to my own writing style",3,"no",21,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,4,"gpt-4.5_minimal_sona"
71,2992,3637,3636,1826,1826,"verdict",2025-03-07 18:27:13,2025-03-07 18:28:26,"2025-03-07T18:28:26Z","2025-03-07T18:28:26Z",FALSE,2025-03-07,73,1046,"A",-100,"i just know",FALSE,FALSE,2996,"F",2005,2,4,3,FALSE,NA,2,NA,FALSE,4,5,"The way they talked","No it didn’t",3,NA,20,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,3,"gpt-4.5_minimal_sona"
71,2655,3659,3658,1837,1837,"verdict",2025-03-07 18:33:36,2025-03-07 18:38:31,"2025-03-07T18:38:31Z","2025-03-07T18:38:31Z",FALSE,2025-03-07,295,1060,"B",71,"witness A typed with proper grammar",TRUE,TRUE,2992,"F",2005,3,4,3,FALSE,NA,2,NA,FALSE,2,4,"I asked questions I knew AI slipped up over, such as humor and feelings.","Not much",4,NA,20,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,3335,4125,4124,2070,2070,"verdict",2025-03-11 17:05:50,2025-03-11 17:10:48,"2025-03-11T17:10:48Z","2025-03-11T17:10:48Z",FALSE,2025-03-11,298,1283,"A",-99,"Very short sentences, wont elaborate while answering the questions and the conversations just did not feel natural",TRUE,TRUE,3307,"F",2006,2,4,1,FALSE,NA,2,NA,FALSE,2,4,"In order to decide I looked for who could hold a conversation and did not use correct punctuation because thats usually how I talk and how my friends talk","No I was consistent with using my approach",4,"I thought that it was really interesting and I enjoyed talking to my peers and getting to know them a little during the experiment",19,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,3337,4163,4162,2089,2089,"verdict",2025-03-11 17:16:39,2025-03-11 17:19:38,"2025-03-11T17:19:38Z","2025-03-11T17:19:38Z",FALSE,2025-03-11,179,1298,"A",-100,"Witness A is using slang and not using grammar while Witness B is using a lot of grammar and is formal",TRUE,TRUE,3333,"F",2004,2,2,1,FALSE,NA,2,NA,FALSE,3,5,"I checked grammar and if they knew slang because that seems more difficult to understand.","I tried to ask more obscure questions but they were hard to come up with.",3,"N/A",21,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,2,"gpt-4.5_minimal_sona"
71,3444,4405,4404,2210,2210,"verdict",2025-03-12 16:19:56,2025-03-12 16:24:56,"2025-03-12T16:25:29Z","2025-03-12T16:25:29Z",FALSE,2025-03-12,300,1414,"A",-90,"seemed more human like. witness B was too gramatically correct",TRUE,TRUE,3443,"F",2005,2,3,2,FALSE,NA,2,NA,FALSE,2,4,"i was just asking them real questions and looking for real responses","asked diff questions",3,"it was a lot of fun actually and very interesting. would try again.",20,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,3,"gpt-4.5_minimal_sona"
71,3100,3949,3948,1982,1982,"verdict",2025-03-09 18:11:13,2025-03-09 18:16:13,"2025-03-09T18:17:29Z","2025-03-09T18:17:29Z",FALSE,2025-03-09,300,1200,"B",70,"Witness B was more specific with their responses. I could relate with Witness B more than with Witness A",FALSE,FALSE,3185,"F",2006,2,3,2,FALSE,NA,2,NA,FALSE,3,4,"I just looked at their writing styles if they were consistent or not.","My approach changed a bit when the messages didn't have much effort. So in order to combat this I tried to see how much emotion was used in the messages; the more emotion used and how specific they were made me think the Witness was a human.",1,"N/A",19,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,3079,3785,3784,1900,1900,"verdict",2025-03-08 00:18:22,2025-03-08 00:23:23,"2025-03-08T00:24:11Z","2025-03-08T00:24:11Z",FALSE,2025-03-08,301,1125,"A",-100,"Too prefect grammar. The first message was an immediate red flag. However, I didn't realize we could simultaneously speak to the witnesses",TRUE,TRUE,2850,"F",2006,2,3,3,FALSE,NA,2,NA,FALSE,4,4,"I started out asking about the actual experiment and crime but then realized the human witness though I was AI. Then I just decided to do small talk, which had immediately given away the AI in its punctuation and responses.","Yes, I realized what information about it I knew. Such as yesterday's weather. I purposely gave it false information: it was NOT a nice day for the beach. Even questioning the strangeness of AI.",3,"Just felt like I was talking to ChatGPT. It was a cool experiment",19,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,2,"gpt-4.5_minimal_sona"
71,2934,3497,3496,1756,1756,"verdict",2025-03-06 22:03:50,2025-03-06 22:05:21,"2025-03-06T22:05:21Z","2025-03-06T22:05:21Z",FALSE,2025-03-06,91,981,"A",-59,"witness A is typing in lowercase",TRUE,TRUE,2847,"F",2004,3,3,2,FALSE,NA,2,NA,FALSE,3,3,"I used gen z slang to see if they recognized the vocabulary","no, i think my method was pretty effective",2,"i think that improving the Ai models to recognize slang, type in lowercase etc when interacting with college students would make it more difficult",21,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,2905,3388,3387,1701,1701,"verdict",2025-03-06 17:59:10,2025-03-06 18:00:29,"2025-03-06T18:00:29Z","2025-03-06T18:00:29Z",FALSE,2025-03-06,79,934,"A",-100,"Too fast for B",TRUE,TRUE,2911,"M",2003,2,3,2,TRUE,NA,2,NA,FALSE,3,3,"Ask about Greek life","Yeah I was asking about school first",4,"No",22,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,3132,3883,3882,1949,1949,"verdict",2025-03-08 19:26:32,2025-03-08 19:31:32,"2025-03-08T19:33:09Z","2025-03-08T19:33:09Z",FALSE,2025-03-08,300,1172,"B",0,"responses from a were very complete sounding like ai however they were answering the questions well and b sounds human but didnt answer my quesitons",TRUE,TRUE,3116,"F",2004,2,1,3,FALSE,NA,2,NA,FALSE,2,3,"Asking specific questions about ucsd rather than generic questions","Specified my questions more",3,"n/a",21,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,4,"gpt-4.5_minimal_sona"
71,3431,4391,4390,2203,2203,"verdict",2025-03-12 16:15:15,2025-03-12 16:19:41,"2025-03-12T16:19:41Z","2025-03-12T16:19:41Z",FALSE,2025-03-12,266,1407,"A",-92,"Robotic, automated.",FALSE,FALSE,2448,"F",2005,2,3,4,FALSE,NA,2,NA,FALSE,4,4,"I looked for sentence structure, punctuation and things... I also looked for generic responses, which I think usually come from AI chatbots. It was difficult to tell sometimes.","Kind of. At times, both witnesses sounded pretty ""humanly"". At that point I looked for other factors.",2,"I found it fun and engaging.",20,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,3,"gpt-4.5_minimal_sona"
71,3145,3913,3912,1964,1964,"verdict",2025-03-08 19:36:40,2025-03-08 19:39:34,"2025-03-08T19:39:35Z","2025-03-08T19:39:35Z",FALSE,2025-03-08,174,1183,"A",-100,"they were funny",TRUE,TRUE,3112,"F",2005,2,1,1,FALSE,NA,2,NA,FALSE,3,4,"I asked simple questions or what their favorite memory was.","No they didn’t really change because I didn’t know if I got them right.",2,"no",20,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,3141,3889,3888,1952,1952,"verdict",2025-03-08 19:28:04,2025-03-08 19:33:05,"2025-03-08T19:33:19Z","2025-03-08T19:33:19Z",FALSE,2025-03-08,301,1173,"B",69,"They mentioned my teacher by name for my class and gave more specific details",FALSE,FALSE,3133,"N",2005,2,2,3,TRUE,NA,2,NA,FALSE,2,4,"I tried asking them how they are and what they did, and their favorite shows.","I saw some other people ask about campus and classes so I tried the same. Same thing with asking where I was from.",2,"If I'm wrong about more than half then dang. I talked to some cool people and I wish I could talk to them more.",20,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,3,"gpt-4.5_minimal_sona"
71,3349,4273,4272,2144,2144,"verdict",2025-03-11 18:12:06,2025-03-11 18:16:00,"2025-03-11T18:16:00Z","2025-03-11T18:16:00Z",FALSE,2025-03-11,234,1355,"B",100,"they responded with information that an Ai wouldn't know, and provided basic grammar expected of a college student",FALSE,FALSE,3310,"F",1999,3,4,2,FALSE,NA,2,NA,FALSE,3,5,"trying to see if there was a personal or emotional connection or lack of one. I noticed there were a lot of grammar issues when the AI was chatting, and some conversations were not as interesting as others. Even though it wasn't interesting, there were certain things people usually say, or can be very abrupt in responding.","yes, I asked more personal questions, or tried to see if there would be more details given .",2,"I think it was very fun, especially when I tried to be an actual interrogator in court. Also, the humanistic responses were fun to engage in. I actually really enjoyed this experiment, even if I had high confidence and was wrong.",26,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,2996,3545,3544,1780,1780,"verdict",2025-03-07 17:59:46,2025-03-07 18:03:54,"2025-03-07T18:03:54Z","2025-03-07T18:03:54Z",FALSE,2025-03-07,248,1007,"B",100,"Witness A is weirdly formal. Witness B is speaking like someone my age",TRUE,TRUE,2765,"N",2003,2,2,2,FALSE,NA,2,NA,FALSE,2,2,"I asked about recent events, colloquial terms,  and tiktoks. I could tell based off grammar usage, whether they used phrases like ""fr"" and ""ngl"" in the correct place/a natural manner.","I stopped with greetings and went straight to an opening question about tiktok.",4,"No",22,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,2726,3631,3630,1823,1823,"verdict",2025-03-07 18:24:43,2025-03-07 18:27:57,"2025-03-07T18:27:57Z","2025-03-07T18:27:57Z",FALSE,2025-03-07,194,1045,"B",71,"I think the real human was witness B because of the answer they gave back to me. They didn't actually answer my question and responded like one of my friends would.",TRUE,TRUE,2742,"F",2003,2,3,2,FALSE,NA,2,NA,FALSE,2,4,"I was just checkiing for unusual answers as I knew most of the participants would be students and it would be easier to differentiate between a student and AI with certain slang and wordings.","I don't think my approach changed too much even though it became harder to differentiate between the two witnesses.",2,"This was one of the more fun and interactive experiments I've done with SONA and I felt engaged through out the whole process which I appreciated.",22,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,2912,3406,3405,1710,1710,"verdict",2025-03-06 18:04:28,2025-03-06 18:06:05,"2025-03-06T18:06:05Z","2025-03-06T18:06:05Z",FALSE,2025-03-06,97,943,"A",-87,"the capitalization",FALSE,FALSE,2845,"F",2006,3,1,2,FALSE,NA,2,NA,FALSE,3,4,"I was trying to see what was most similar to how I respond.","A little bit because I had look at the small differences.",4,"nope",19,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,2,"gpt-4.5_minimal_sona"
71,2906,3398,3397,1706,1706,"verdict",2025-03-06 18:01:25,2025-03-06 18:06:26,"2025-03-06T18:07:11Z","2025-03-06T18:07:11Z",FALSE,2025-03-06,301,944,"A",-71,"witness A speaks more casually and doesn't use auto-caps",TRUE,TRUE,2778,"F",2006,2,3,1,FALSE,NA,2,NA,FALSE,3,4,"I asked the witness how their morning was so far and went deeper into discussing their day like what they ate or what classes they have today.","It didn't change much.",3,"No",19,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,3187,3971,3970,1993,1993,"verdict",2025-03-09 18:22:08,2025-03-09 18:27:08,"2025-03-09T18:28:05Z","2025-03-09T18:28:05Z",FALSE,2025-03-09,300,1208,"A",-100,"the language they used, short hand “lmao”, typing in lower case",TRUE,TRUE,3058,NA,NA,NA,NA,NA,FALSE,NA,2,NA,FALSE,0,0,NA,NA,0,NA,NA,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,3066,3753,3752,1884,1884,"verdict",2025-03-07 23:59:06,2025-03-08 00:04:06,"2025-03-08T00:04:10Z","2025-03-08T00:04:10Z",FALSE,2025-03-07,300,1108,"A",-100,"SO much more real",TRUE,TRUE,2850,"F",2005,2,2,2,FALSE,NA,2,NA,FALSE,2,3,"i would ask them questions about pop culture","kinda but it always worked for me",4,"n/a, very fun tho",20,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,2805,4053,4052,2034,2034,"verdict",2025-03-10 17:21:21,2025-03-10 17:26:21,"2025-03-10T17:26:41Z","2025-03-10T17:26:41Z",FALSE,2025-03-10,300,1250,"B",90,"idk man",TRUE,TRUE,3109,"F",2003,2,4,4,FALSE,NA,2,NA,FALSE,4,3,"asking them gen z slang and seeing what kind of language they used when typing.","kind of, depends on the people if they know slang.",4,"no",22,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,4,"gpt-4.5_minimal_sona"
71,3252,4039,4038,2027,2027,"verdict",2025-03-10 17:15:03,2025-03-10 17:20:03,"2025-03-10T17:20:52Z","2025-03-10T17:20:52Z",FALSE,2025-03-10,300,1242,"A",-19,"Too many periods",TRUE,TRUE,3109,"F",2006,2,3,1,FALSE,NA,2,NA,FALSE,2,4,"I just looked at how they talked and used slang and spelling errors","kinda. I started spelling things wrong",2,NA,19,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,3,"gpt-4.5_minimal_sona"
71,3140,3831,3830,1923,1923,"verdict",2025-03-08 19:10:54,2025-03-08 19:15:54,"2025-03-08T19:16:36Z","2025-03-08T19:16:36Z",FALSE,2025-03-08,300,1146,"B",100,"Cause their answer sounds real, and the witness A doesn't know today is Saturday. So I suspect",TRUE,TRUE,3120,"F",2001,2,3,4,FALSE,NA,2,NA,FALSE,5,4,"I could tell it's an AI or not because the conversation seems out of topic or not like a normal. I use logical consistency.","No.",3,"N/A",24,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,2998,3587,3586,1801,1801,"verdict",2025-03-07 18:12:24,2025-03-07 18:16:40,"2025-03-07T18:16:40Z","2025-03-07T18:16:40Z",FALSE,2025-03-07,256,1026,"A",-100,"Witness B responses are very fast and formal",TRUE,TRUE,3013,"F",2004,2,2,3,FALSE,NA,2,NA,FALSE,2,3,"If they were more formal, use proper punctuation, and would ask me a question back.","Not much. I would ask questions about classes or sona",3,"loved the experiment!",21,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,3256,4073,4072,2044,2044,"verdict",2025-03-10 17:30:54,2025-03-10 17:35:57,"2025-03-10T17:36:28Z","2025-03-10T17:36:28Z",FALSE,2025-03-10,303,1259,"B",33,"This one was a little tougher but",TRUE,TRUE,3265,"F",2003,2,3,2,FALSE,NA,2,NA,FALSE,3,5,"Language use (slang)","Yeah someone asked me why I’m asking about school so I stopped that lmao 
",3,NA,22,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,3,"gpt-4.5_minimal_sona"
71,3186,3985,3984,2000,2000,"verdict",2025-03-09 18:30:56,2025-03-09 18:34:30,"2025-03-09T18:34:30Z","2025-03-09T18:34:30Z",FALSE,2025-03-09,214,1214,"A",-33,"Witness B was more formal",TRUE,TRUE,3184,"F",2004,2,1,2,TRUE,NA,2,NA,FALSE,3,4,"I was trying to look for more personal answers to indicate humanness. I also paid attention to their typing/texting style for less formal responses.","Not really. AIs are programmed to be pretty human, so I asked more about recent things.",1,"It was difficult to keep up with 2 conversations, but I got the hang of it later on.",21,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,2,"gpt-4.5_minimal_sona"
71,3155,3925,3924,1970,1970,"verdict",2025-03-08 22:07:22,2025-03-08 22:10:58,"2025-03-08T22:10:58Z","2025-03-08T22:10:58Z",FALSE,2025-03-08,216,1190,"B",100,"More personal reasons than generic",FALSE,FALSE,3156,"F",2006,2,1,2,FALSE,NA,2,NA,FALSE,3,4,"I just asked questions I would ask a normal person","Not in particular",1,"n/a",19,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,3178,4095,4094,2055,2055,"verdict",2025-03-11 16:57:37,2025-03-11 16:59:46,"2025-03-11T16:59:46Z","2025-03-11T16:59:46Z",FALSE,2025-03-11,129,1265,"A",-85,"The responses Witness B was giving was very centered on having a conversation which might be part of the AI model, whereas Witness A was very quick and to the point.",TRUE,TRUE,3085,"M",2004,2,3,2,FALSE,NA,2,NA,FALSE,2,3,"It was the personability of the Witness and seeing if their answers were supported but not considerably lengthy with filler details. In some cases, both were short but the one that was too generalized was more likely to be the AI.","Just evaluations of personability changed, whereas most things were not changing throughout the duration of the study.",3,"I do not!",21,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,3343,4235,4234,2125,2125,"verdict",2025-03-11 17:57:33,2025-03-11 17:58:18,"2025-03-11T17:58:18Z","2025-03-11T17:58:18Z",FALSE,2025-03-11,45,1334,"B",100,"AI wouldnt have an opinion",FALSE,FALSE,3209,"F",2006,2,3,2,FALSE,NA,2,NA,FALSE,4,5,"Certain phrases such as slang they used and if they had definite opinions.","No I was usually able to tell through one question.",4,"No",19,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,4,"gpt-4.5_minimal_sona"
71,2660,3865,3864,1940,1940,"verdict",2025-03-08 19:20:33,2025-03-08 19:23:28,"2025-03-08T19:23:29Z","2025-03-08T19:23:29Z",FALSE,2025-03-08,175,1159,"B",100,"again, the bot style of texting is obvious and keeps switching up",TRUE,TRUE,3122,"F",2005,2,3,2,TRUE,NA,2,NA,FALSE,2,5,"My approach was to see if they could name specific things/struggles/people that were more relatable to pop culture or UCSD student culture and could not be understood by AI. Occasionally I would slip in a joke that most people my age range are aware of to see if they understood or tried questioning it if they didn't.","My approach was more surface-level at the beginning of the experiment but became more loose and casual by the end as the AI was advancing. I needed to get personal with people quicker.",4,NA,20,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,3,"gpt-4.5_minimal_sona"
71,2630,3613,3612,1814,1814,"verdict",2025-03-07 18:19:50,2025-03-07 18:22:55,"2025-03-07T18:22:56Z","2025-03-07T18:22:56Z",FALSE,2025-03-07,185,1035,"A",-100,"They knew what happened last night while Witness B made up a fake party",TRUE,TRUE,2996,"M",2003,2,2,2,FALSE,NA,2,NA,FALSE,4,5,"I used the method of environmental or social events that AI would not have knowledge about. Like if a tree fell on campus or if a road was closed down. Also I could tell by the formatting of sentences and slang used.","Yes it did. In the beginning I took a simple Q&A approach but later I changed it to more random or specific questioning that anyone outside of UCSD wouldn't know.",3,"I think this is a really fun experiment and that the live interaction is an amazing touch to the game.",22,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,4,"gpt-4.5_minimal_sona"
71,3267,4013,4012,2014,2014,"verdict",2025-03-10 17:03:56,2025-03-10 17:07:01,"2025-03-10T17:07:02Z","2025-03-10T17:07:02Z",FALSE,2025-03-10,185,1229,"A",-95,"They text in lowercase and don’t use proper grammar.",TRUE,TRUE,3253,"F",2004,2,3,2,FALSE,NA,2,NA,FALSE,2,4,"I mainly asked simple questions or online references that need a certain level of detail to get. Additionally, in the beginning, the grammar and texting skills of the bot were more formal than the other people.","Yes, after the first three rounds, the texting looked mostly the same between witnesses and would have a few spelling mistakes. I relied more on the content of the answers starting from then on.",3,"It was a pretty cool experiment, I thought it was interesting to see the AI respond to the feedback I gave after a round was done.",21,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
71,3436,4343,4342,2179,2179,"verdict",2025-03-12 15:58:53,2025-03-12 16:02:32,"2025-03-12T16:02:32Z","2025-03-12T16:02:32Z",FALSE,2025-03-12,219,1386,"B",100,"The witness also responded with a question for me to answer that I dont expect most humans to do in this setting",FALSE,FALSE,3431,"F",2003,2,2,2,FALSE,NA,2,NA,FALSE,3,4,"When deciding between a real human or an AI  response I looked for ways that I myself respond in the given situation and would match the type of language used, punctuation, and capitalization to myself","I think my methods changed a little bit throughout because I felt that the AI responses started getting a little more crafty but overall I feel I was able to detect it",3,"No other feedback necessarily I actually really enjoyed this experiment, but I dont know if you can fix this once I submit it, for the first time I interrogated I ready the question wrong and thought it was asking who the AI was not the human so my answer is wrong but if you could fix it that would be cool because I explained it in the response",22,"gpt-4.5_minimal","no-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_minimal_sona"
73,2448,4413,4412,2214,2214,"verdict",2025-03-12 16:23:12,2025-03-12 16:27:33,"2025-03-12T16:27:33Z","2025-03-12T16:27:33Z",FALSE,2025-03-12,261,1417,"B",81,"Witness B talks more like how a person would",FALSE,FALSE,3441,"F",2006,2,1,1,FALSE,NA,2,NA,FALSE,3,5,"I just used my gut intuition and chose the witness who seemed most like a person or who texted most like me.","Not really, I would say I used the same method all throughout.",2,"I thought that was a fun experiment and I actually liked chatting with the witnesses.",19,"gpt-4.5_quinn","gpt-4.5-persona","gpt-4.5-preview-2025-02-27",TRUE,4,"gpt-4.5_quinn_sona"
73,3284,4269,4268,2142,2142,"verdict",2025-03-11 18:09:18,2025-03-11 18:13:03,"2025-03-11T18:13:03Z","2025-03-11T18:13:03Z",FALSE,2025-03-11,225,1350,"A",100,"Guessed a lot of things about me",FALSE,FALSE,3350,"M",2003,3,3,2,FALSE,NA,2,NA,FALSE,3,5,"How formal/informal, speed of reply, whether they asked me questions back","The latter two more towards the end",3,"The AI was very convincing on some rounds",22,"gpt-4.5_quinn","gpt-4.5-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_quinn_sona"
73,2734,3885,3884,1950,1950,"verdict",2025-03-08 19:26:55,2025-03-08 19:30:28,"2025-03-08T19:30:28Z","2025-03-08T19:30:28Z",FALSE,2025-03-08,213,1169,"A",-73,"Witness A used lots of abbreviations and slang; witness B also used slang, but not much abbreviations though.",FALSE,FALSE,3134,"M",2006,2,2,1,FALSE,NA,2,NA,FALSE,3,4,"My approach to deciding whether a witness was a human or AI has to do with casual language, abbreviations, and barely anything that has a formal tone. Any of these properties can easily make me decide which witness is a human. I first started off the conversation by say how each witness' day was, and they would often give completely different responses, each with varying degrees of language. If they used simple, casual language with abbreviations, just like the ones in text messages, then I know that that witness is a human.","My methods very much stayed consistent overall.",3,"I have no feedback whatsoever.",19,"gpt-4.5_quinn","gpt-4.5-persona","gpt-4.5-preview-2025-02-27",TRUE,4,"gpt-4.5_quinn_sona"
73,2912,3392,3391,1703,1703,"verdict",2025-03-06 18:00:07,2025-03-06 18:02:37,"2025-03-06T18:02:37Z","2025-03-06T18:02:37Z",FALSE,2025-03-06,150,938,"B",78,"really quick short answers did not take too much time to respond",FALSE,FALSE,2736,"F",2006,3,1,2,FALSE,NA,2,NA,FALSE,3,4,"I was trying to see what was most similar to how I respond.","A little bit because I had look at the small differences.",4,"nope",19,"gpt-4.5_quinn","gpt-4.5-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_quinn_sona"
73,3441,4449,4448,2232,2232,"verdict",2025-03-12 16:46:13,2025-03-12 16:51:13,"2025-03-12T16:51:58Z","2025-03-12T16:51:58Z",FALSE,2025-03-12,300,1434,"A",-93,"Witness B talked with too much slang and sounded like they were trying too hard to speak informally. Witness A had some personality in their texts and seemed more lively",TRUE,TRUE,3448,"F",2005,2,4,3,TRUE,NA,2,NA,FALSE,3,4,"I tried to ask questions about naming specific parts of their day, giving reasoning behind answers, etc so I could see their personality and if they could name things that didn't sound generic.","In the beginning, I was trying to preserve the flow of conversation and ask questions that were similar or related to each other. After that, I simply started interrogating so I could get the most data to see if they were human.",2,"It was interesting to have a conversation wondering if the person you're talking to is real",20,"gpt-4.5_quinn","gpt-4.5-persona","gpt-4.5-preview-2025-02-27",TRUE,4,"gpt-4.5_quinn_sona"
73,3335,4145,4144,2080,2080,"verdict",2025-03-11 17:10:54,2025-03-11 17:15:54,"2025-03-11T17:16:52Z","2025-03-11T17:16:52Z",FALSE,2025-03-11,300,1294,"A",-83,"They held conversation pretty well but they talked like they tried to convince me they were also a teenager by overusing slang",FALSE,FALSE,3337,"F",2006,2,4,1,FALSE,NA,2,NA,FALSE,2,4,"In order to decide I looked for who could hold a conversation and did not use correct punctuation because thats usually how I talk and how my friends talk","No I was consistent with using my approach",4,"I thought that it was really interesting and I enjoyed talking to my peers and getting to know them a little during the experiment",19,"gpt-4.5_quinn","gpt-4.5-persona","gpt-4.5-preview-2025-02-27",TRUE,2,"gpt-4.5_quinn_sona"
73,2628,3609,3608,1812,1812,"verdict",2025-03-07 18:19:18,2025-03-07 18:23:26,"2025-03-07T18:23:26Z","2025-03-07T18:23:26Z",FALSE,2025-03-07,248,1037,"B",87,"sounds more human like",FALSE,FALSE,2634,"F",2005,2,3,1,FALSE,NA,2,NA,FALSE,2,5,"My approach was to think about how I communicate with other people through text message. I also knew that chatbots typically text in a formal way with high vocabulary so I kept that in mind as well. A few of the responses that I was getting included slang so that hinted that the messages were coming from a human.","No they stayed the same throughout.",4,NA,20,"gpt-4.5_quinn","gpt-4.5-persona","gpt-4.5-preview-2025-02-27",TRUE,2,"gpt-4.5_quinn_sona"
73,3304,4171,4170,2093,2093,"verdict",2025-03-11 17:17:46,2025-03-11 17:21:03,"2025-03-11T17:21:03Z","2025-03-11T17:21:03Z",FALSE,2025-03-11,197,1303,"A",-100,"Normal conversation, words weren't always capitalized, and Witness B was very robotic sounding.",FALSE,FALSE,3307,"M",2005,3,3,3,FALSE,NA,2,NA,FALSE,4,4,"I would approach them like they were both humans, and check for flow of conversation.","Yes, I would ask pointed questions about themselves, things that may be difficult for AI to answer.",3,"No, thank you for the opportunity, and best of luck with your study!",20,"gpt-4.5_quinn","gpt-4.5-persona","gpt-4.5-preview-2025-02-27",TRUE,2,"gpt-4.5_quinn_sona"
73,2630,3547,3546,1781,1781,"verdict",2025-03-07 18:00:10,2025-03-07 18:05:10,"2025-03-07T18:05:45Z","2025-03-07T18:05:45Z",FALSE,2025-03-07,300,1009,"B",70,"They had more random responses than Witness A",TRUE,TRUE,2992,"M",2003,2,2,2,FALSE,NA,2,NA,FALSE,4,5,"I used the method of environmental or social events that AI would not have knowledge about. Like if a tree fell on campus or if a road was closed down. Also I could tell by the formatting of sentences and slang used.","Yes it did. In the beginning I took a simple Q&A approach but later I changed it to more random or specific questioning that anyone outside of UCSD wouldn't know.",3,"I think this is a really fun experiment and that the live interaction is an amazing touch to the game.",22,"gpt-4.5_quinn","gpt-4.5-persona","gpt-4.5-preview-2025-02-27",TRUE,1,"gpt-4.5_quinn_sona"
